Id,SalePrice
2658,140398.04005182383
2718,169258.60243740526
2414,221535.1006806885
1989,123492.36590042469
625,179093.0508495695
333,86397.75051277336
1327,95739.17476803856
858,147897.9457661664
95,196233.0271957948
1568,159620.7202958249
2482,173927.44772743367
1364,124958.87826650658
2584,156572.92145383015
818,259823.1575181536
2673,157556.5285889388
2089,120899.44474163877
1297,164628.55137046624
790,119863.6671131955
2616,188065.1072435903
720,212675.7811668779
222,140609.52881049854
557,130072.78140635541
1148,201386.93114577694
2766,174028.6604827721
534,189305.80653939844
1452,116283.63167957247
630,135136.29918081214
2648,150065.94931081284
125,173621.09343643466
1904,39843.55716379927
1670,102611.0194752836
756,107181.5546624411
717,245607.43317002093
1032,155879.95005459205
852,216000.65844673986
1731,187788.76981335544
2639,107515.72693879795
2071,76227.52133398183
1267,145651.71582682265
1851,194854.7733236479
567,180487.66305294688
2439,211850.57705973103
1898,154859.1988931669
647,157744.67031529537
2256,234991.498342001
979,88796.49640856568
1444,227216.3181454618
2485,118417.58069212266
157,117712.36686160098
88,122114.7150600331
2003,114068.5969566711
186,226378.39397231175
1425,246065.4848970502
2695,130273.33608655541
738,122161.2357598276
395,152462.02617356114
1353,175089.0016793266
1878,142386.5751089837
390,163411.64257399004
1456,234175.35907282983
1103,301589.4248026605
1387,136024.17708001993
2070,144724.69764456793
1199,178883.00719710594
2479,186245.65377517577
501,299026.4162971279
2362,83958.92098342795
1718,229965.05804510834
2188,79900.39114369937
1483,176988.28805865344
2557,97239.30155208544
437,315627.09632331086
2224,198145.34587729687
1628,195293.78242677258
397,131094.30605418753
587,197997.56578943238
2182,478035.52075666166
971,144091.55369381444
2611,145912.95261617197
1887,87189.10659320655
2399,347244.8214011869
2148,205486.84623342616
304,132664.87456936072
1997,135044.93736272608
2817,127238.14446552529
1431,191682.38156138294
427,333244.4403079635
263,126736.11770460871
598,181611.30173334014
2895,227251.42854590173
687,152381.29111515792
1822,130261.45531054717
2191,108271.74420587784
179,117501.79360733194
1009,240352.46992949702
2010,115605.41151974486
1991,149158.88742464114
1411,167760.28324716302
1721,252499.08149657393
1144,196595.40116026133
593,222893.3211806396
575,290532.0138347687
1249,183957.23958993182
1604,115741.12951475594
1064,404759.00448319863
1923,156547.8466338605
1988,102304.15965007036
2325,175195.94190578448
114,192926.2080241537
2700,176295.9207159856
217,123281.10699595179
343,175936.6564017398
386,230246.52597319672
2005,106334.04999595461
2908,114835.45931099048
1814,221227.42252501904
2446,411980.13569090574
208,167689.92398512916
1679,117901.72173117328
822,311734.2117966142
6,180109.54395715412
1781,358820.28667657427
2397,303703.4494880027
2340,298185.7033344203
1618,162738.03659716505
2843,157720.22271187088
1061,343929.91390607046
2786,115783.51915505623
1935,130712.11640144457
1341,119123.20815638022
521,259073.17979037866
2136,139276.79291448722
996,192439.12988593362
227,147619.59506246328
135,170722.36655504975
1167,158266.7258170484
294,223559.8094344479
